"Name","Type","Write","Description","Object Default","Version"
"Device.MQTT.Client.{i}.UserProperty.{i}.","object(0:)","W","List of user properties used by the MQTT client.
This table only applies if ProtocolVersion is set to 5.0.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Name such that the new entry does not conflict with any existing entries.","-","2.13"
"Device.MQTT.Client.{i}.Stats.","object","R","Contains the MQTT client statistics and usage information.
The CPE MUST reset the Stats parameters after the MQTT client gets (re-)enabled or if the MQTT client connects with a new MQTT broker (e.g. BrokerAddress has changed). The CPE MAY retain the values across a reboot if it reconnects with the same MQTT broker.","-","2.10"
"Device.MQTT.Broker.{i}.","object(0:)","W","MQTT broker table. Contains a list of configured MQTT brokers.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Name such that the new entry does not conflict with any existing entries.","-","2.10"
"Device.MQTT.Broker.{i}.Bridge.{i}.","object(0:)","W","Configures MQTT bridges, which are used to communicate with other MQTT brokers.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Name such that the new entry does not conflict with any existing entries.","-","2.10"
"Device.MQTT.Broker.{i}.Bridge.{i}.Server.{i}.","object(0:)","W","Each Device.MQTT.Broker.{i}.Bridge.{i}.Server.{i}. instance represents a MQTT bridge server to be used for a Bridge. A remote MQTT broker, which is connected by a MQTT bridge can be reachable via several host addresses each represented by its own Device.MQTT.Broker.{i}.Bridge.{i}.Server.{i}. table entry. For an active MQTT bridge at least one enabled entry has to exist.
If a MQTT bridge gets enabled by setting the parameter Bridge.{i}.Enable to true, which either has an empty Device.MQTT.Broker.{i}.Bridge.{i}.Server.{i}. table or the Device.MQTT.Broker.{i}.Bridge.{i}.Server.{i}. table only contains instances whose Enable is set to false, the Bridge.{i}.Status has to be set to Error_Misconfigured.
Any attempt to delete an instance, which is currently in use (Bridge.{i}.ServerConnection refers to the instance to be deleted), has to be rejected.
At most one entry in this table can exist with a given value for Alias, or with the same values for both Address and Port. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Address such that the new entry does not conflict with any existing entries.","-","2.10"
"Device.MQTT.Broker.{i}.Bridge.{i}.Subscription.{i}.","object(0:)","W","List of MQTT subscriptions handled over the bridge.
At most one entry in this table can exist with a given value for Alias, or with the same values for both Topic and Direction. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias, Topic and Direction such that the new entry does not conflict with any existing entries.","-","2.10"
"Device.MQTT.Broker.{i}.Stats.","object","R","The MQTT broker statistics values. These will reset with each MQTT broker start, either after reboot or if the MQTT broker gets (re-)enabled.","-","2.10"
"Device.DynamicDNS.","object","R","Properties for Dynamic DNS.","-","2.10"
"Device.DynamicDNS.Client.{i}.","object(0:)","W","Client properties for Dynamic DNS.
A dynamic DNS client is responsible for verifying IP address changes and updating information from a subscribed account on a Dynamic DNS Server.
For enabled table entries, if Server is not a valid reference then the table entry is inoperable and the CPE MUST set the Status to Error_Misconfigured.
At most one entry in this table can exist with the same values for both Server and Username, or with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Server, Username and Alias such that the new entry does not conflict with any existing entries.","-","2.10"
"Device.DynamicDNS.Client.{i}.Hostname.{i}.","object(0:)","W","Each table entry represents a fully qualified domain name updated by this Dynamic DNS Client.
At most one entry in this table can exist with a given value for Name. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Name such that the new entry does not conflict with any existing entries.","-","2.10"
"Device.DynamicDNS.Server.{i}.","object(0:)","W","Table of Dynamic DNS servers available for this CPE.
At most one entry in this table can exist with a given value for Name, or with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Name and Alias such that the new entry does not conflict with any existing entries.","-","2.10"
"Device.LEDs.","object","R","This object describes the LEDs on the device.","-","2.11"
"Device.LEDs.LED.{i}.","object(0:)","R","Each instance of this object describes an LED on the device.
The default illumination characteristics (e.g., Color, Brightness) of an in use LED is vendor specific. When a cycle completes (i.e., CyclePeriodRepetitions = 0), the LED reverts back to its default illumination characteristics.
When the value of the Status parameter is Controlled, then the value of CycleElementNumberOfEntries and CycleElementNumberOfEntries parameters SHOULD be 0.
When the value of the RelativeXPosition and RelativeYPosition parameters are 0, this indicates that the position of the LED is unknown.
At most one entry in this table can exist with a given value for Name, or with a given value for Alias.","-","2.11"
"Device.LEDs.LED.{i}.CycleElement.{i}.","object(0:)","W","Each instance of this object describes the LED characteristics for a portion of the LED cycle period.
The pattern of lighting for the LED corresponding to this table (i.e., the LED cycle period) is defined by the illumination of the LED according to the entries in this table, taken sequentially in the order specified by the Order parameter, with the duration for the portion of the LED illumination corresponding to a given instance specified by the Duration parameter.
The other parameters of the instance of this object (e.g., Color, Brightness) describes the illumination characteristics applied to the LED for this Device.LEDs.LED.{i}.CycleElement.{i}. instance.
The length of the complete LED cycle is the sum of the Duration parameters for all of the entries in this table.
At most one entry in this table can exist with a given value for Order, or with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Order and Alias such that the new entry does not conflict with any existing entries.","-","2.11"
"Device.LEDs.LED.{i}.CurrentCycleElement.","object","R","This object describes the status of the current cycle element for this LED.","-","2.11"
"Device.BASAPM.","object","R","This object represents the objects necessary to manage and control the functionality for tests that utilize the Broadband Access Service Attributes and Performance Metrics measurement test framework as defined in by [TR-304].","-","2.12"
"Device.BASAPM.MeasurementEndpoint.{i}.","object(0:)","W","This object represents the measurement endpoint that provides additional contextual information regarding the measurement agent.
At most one entry in this table can exist with a given value for Alias, or with a given value for MeasurementAgent. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and MeasurementAgent such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.BASAPM.MeasurementEndpoint.{i}.ISPDevice.","object","R","This object represents the information necessary to utilize an ISP owned device within the measurement endpoint.","-","2.12"
"Device.BASAPM.MeasurementEndpoint.{i}.CustomerDevice.","object","R","This object represents the information necessary to utilize customer owned device within the measurement endpoint.","-","2.12"
"Device.LMAP.","object","R","This object represents the objects necessary to manage and control the functionality for Large-Scale Measurement of Broadband Performance[RFC7594] as defined in by [LMAPIFM].","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.","object(0:)","W","This object represents the measurement agent that performs measurement tasks and reporting functions defined in [RFC7594].
At most one entry in this table can exist with a given value for Alias, or with a given value for Identifier. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Identifier such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.TaskCapability.{i}.","object(0:)","R","This object represents a capabilities, in the context of a task, that are supported by the measurement agent. Types of capabilities include: Report tasks, Configuration Tasks and Instruction Tasks.
At most one entry in this table can exist with a given value for Name.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.TaskCapability.{i}.Registry.{i}.","object(0:)","R","This object represents a registry function and an associated list of roles supported by this measurement agent
At most one entry in this table can exist with a given value for RegistryEntry.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.Controller.","object","R","This objects represents the measurement controller that is assigned to a measurement agent.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.Schedule.{i}.","object(0:)","W","This object represents a schedule that is associated with a set of scheduled actions to be performed by a measurement agent.
Note: Actions of an occurrence of this Device.LMAP.MeasurementAgent.{i}.Schedule.{i}. are gracefully terminated by the defining either the End or Duration parameters. Only one of these parameters may be defined at a time.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Name such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.Schedule.{i}.Stats.","object","R","This object represents the statistics associated with this object.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.Schedule.{i}.Action.{i}.","object(0:)","W","This object represents an action that is associated with the this Schedule object.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.Schedule.{i}.Action.{i}.Stats.","object","R","This object represents the statistics associated with this object.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.Schedule.{i}.Action.{i}.Option.{i}.","object(0:)","W","This object represents an option associated with the Scheduled Action. When an option with the same Name exists between the Seheduled Action’s Option and The Task’s option, the option of the Scheduled Action takes precedence over the option associated with the Task.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Name such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.Task.{i}.","object(0:)","W","The Device.LMAP.MeasurementAgent.{i}.Task.{i}. object defines the configuration for a task that can be performed by MeasurementAgent objects.
Tasks are performed by MeasurementAgent objects when a Schedule object invokes the Task.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Name such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.Task.{i}.Registry.{i}.","object(0:)","W","This object represents a registry function and an associated list of roles for this task
At most one entry in this table can exist with a given value for RegistryEntry, or with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for RegistryEntry and Alias such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.Task.{i}.Option.{i}.","object(0:)","W","This object represents an option associated with the task.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Name such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.CommunicationChannel.{i}.","object(0:)","W","This object represents the properties communication channel used to establish communication between a measurement agent and other elements of the LMAP framework (e.g., measurement controller, measurement collector). The value of the Name parameter used for conveying information is defined as an option in the Task’s or scheduled Task’s option parameter.
When this object uses the BulkData capability, a BulkData.Profile.{i} object instance referred to by this object.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Name such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.Instruction.{i}.","object(0:)","W","The Device.LMAP.MeasurementAgent.{i}.Instruction.{i}. object defines the instruction to the measurement agent by the measurement controller. At most one Device.LMAP.MeasurementAgent.{i}.Instruction.{i}. object for the MeasurementAgent instance is enabled at a time. .
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.LMAP.MeasurementAgent.{i}.Instruction.{i}.MeasurementSuppression.{i}.","object(0:)","W","This object defines the schedules and actions that are suppressed based on criteria defined in the SuppressionMatch parameter.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Name such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.LMAP.Report.{i}.","object(0:)","R","This Device.LMAP.Report.{i}. object instance represents a report that is generated by a reporting task where the reporting task is defined as a MeasurementAgent.{i}.Task.{i} and executed as a scheduled action (MeasurementAgent.{i}.Schedule.{i}.Action.{i}).
The Device.LMAP.Report.{i}. replicates the MeasurementAgent.{i} object instance’s data at the time of the action exection.
When a BulkData.Profile.{i} object instance is used to communicate a Device.LMAP.Report.{i}. instance, the CPE adds a BulkData.Profile.{i}.Parameter.{i} object instance referring to this Device.LMAP.Report.{i}. object instance.","-","2.12"
"Device.LMAP.Report.{i}.Result.{i}.","object(0:)","R","The Device.LMAP.Report.{i}.Result.{i}. object provides the meta-data of the result report of a single executed action that produced the result.
At most one entry in this table can exist with the same values for all of ScheduleName, ActionName and StartTime.","-","2.12"
"Device.LMAP.Report.{i}.Result.{i}.Option.{i}.","object(0:)","R","This object represents an option associated with the task or action object that produced the result.
At most one entry in this table can exist with a given value for Name.","-","2.12"
"Device.LMAP.Report.{i}.Result.{i}.Conflict.{i}.","object(0:)","R","This object represents actions that might have impacted the results being reported.
At most one entry in this table can exist with the same values for all of ScheduleName, ActionName and TaskName.","-","2.12"
"Device.LMAP.Report.{i}.Result.{i}.ReportTable.{i}.","object(0:)","R","This Device.LMAP.Report.{i}.Result.{i}.ReportTable.{i}. object instances represents a row of results.","-","2.12"
"Device.LMAP.Report.{i}.Result.{i}.ReportTable.{i}.ResultRow.{i}.","object(0:)","R","This Device.LMAP.Report.{i}.Result.{i}.ReportTable.{i}.ResultRow.{i}. object instances represents a row of results for the report.","-","2.12"
"Device.LMAP.Report.{i}.Result.{i}.ReportTable.{i}.Registry.{i}.","object(0:)","R","This object represents a registry function and an associated list of roles for this result report.
At most one entry in this table can exist with a given value for RegistryEntry.","-","2.12"
"Device.LMAP.Event.{i}.","object(0:)","W","This object defines the information associated with an event used within the measurement agent. Event instances may be referenced by various objects within the LMAP model.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Name such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.LMAP.Event.{i}.PeriodicTimer.","object","R","This object defines a periodic timer instance. The periodic timer instance has attributes for when the timer is to begin (StartTime) and end (EndTime) as well as the interval to use.","-","2.12"
"Device.LMAP.Event.{i}.CalendarTimer.","object","R","This object defines a calendar timer instance.
The calendar timer instance has attributes for when the timer is to begin (StartTime) and end (EndTime) as well as the schedule of the recurrence.
The algrorithm that defines how the schedule elements are evaluated is defined in [LMAPIFM].
If the value of any of the ScheduleMonths, ScheduleDaysOfMonth, ScheduleDaysOfWeek, ScheduleHoursOfDay, ScheduleMinutesOfHour or ScheduleSecondsOfMinute is an empty string then any actions that use this object will not be invoked.","-","2.12"
"Device.LMAP.Event.{i}.OneOff.","object","R","This object defines a one off timer instance.","-","2.12"
"Device.WWC.","object","R","Base object for Wireline Wireless Convergence. The controller can use this object to learn the supported 5G features and whether the 5G-RG is operating in 5G mode.","-","2.14"
"Device.WWC.AccessNetwork.{i}.","object(0:)","R","Each table entry describes a single access network. The entire table is built by the 5G-RG upon startup. The primary purpose is to show the registration and connectivity status of each access network. Typically a 5G-RG would register on each available access network. A minimum of one access network must be in the CM-CONNECTED state in order to support N1 messaging.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name.","-","2.14"
"Device.WWC.AccessNetwork.{i}.GUTI.","object","R","A 5G Globally Unique Temparary Identity (GUTI) securely identifes an CPE by keeping the permanent User Equipment (UE identifier (IMSI) hidden. This identity is globally unique and assigned by the AMF at the time of registration.
See [.Clause 2.10/3GPP-TS.23.003].","-","2.14"
"Device.WWC.URSP.{i}.","object(0:)","R","User equipment Router Selection Policy (URSP) is a table of rules used to determine which network slice and data network to route a PDU over. Typically a 5G-RG would search the URSP table in precedence order matching the traffic descriptor types against the service it was setting up. For example a 5G-RG would search for ‘connection capabilities’ matching ‘ims’ in order to establish a dedicated PDU session for telephony.
See [Clause 5.2/3GPP-TS.24.526] for a full descrption of the URSP data elements.
At most one entry in this table can exist with a given value for Alias, or with a given value for Precedence.","-","2.14"
"Device.WWC.URSP.{i}.TrafficDescriptor.{i}.","object(0:)","R","A set of rules for a given precedence that must be matched in order to select a router in the form of data network and slice. Selection criteria range from destination IP addresses to connection capabilities.
At most one entry in this table can exist with a given value for Alias.","-","2.14"
"Device.WWC.URSP.{i}.TrafficDescriptor.{i}.RouteSelectionDescriptor.{i}.","object(0:)","R","This object describes the URSP Route Selection Descriptor table which provides a table of data networks and network slices used in PDU establishment. Table entries are used in precedence order until a successful PDU session is established.
See ((bibref|3GPP-TS.23.503|Annex A for an example URSP rule traversal.
At most one entry in this table can exist with a given value for Alias, or with a given value for Precedence.}}","-","2.14"
"Device.WWC.URSP.{i}.TrafficDescriptor.{i}.RouteSelectionDescriptor.{i}.NetworkSlice.","object","R","Describes a S-NSSAI Information element providing network slice specification.
See [Clause 9.11.2.8/3GPP-TS.24.501]","-","2.14"
"Device.PDU.","object","R","The logical connection between the 5G-RG and data network is the Protocol Data Unit (PDU). The Device.PDU subtree describes each PDU sessions properties together with the QoS rules specific to that PDU session.","-","2.14"
"Device.PDU.Session.{i}.","object(0:)","R","Contains all the properties of a PDU session instance, ranging from maximum bitrate through to assigned network slice. This object contains the Device.PDU.Session.{i}. table.
At most one entry in this table can exist with a given value for Alias, or with a given value for SessionID.","-","2.14"
"Device.PDU.Session.{i}.PCO.","object","R","Policy Configuration Options (PCO) is an optional set of configuration parameters supplied by the network at the request of the 5G-RG as defined in [Clause 10.5.6.3/3GPP-TS.24.008].","-","2.14"
"Device.PDU.Session.{i}.NetworkSlice.","object","R","Describes a S-NSSAI Information element providing network slice specification.
See [Clause 9.11.2.8/3GPP-TS.24.501]","-","2.14"
"Device.PDU.Session.{i}.QoSRule.{i}.","object(0:)","R","This object describes the PDU QoS Rule table. The purpose of the QoS Rule table is to assign a QFI to mark traffic based on a set of classification rules. The rules are set by the netowrk operator and are specific for each PDU.
For example:
A QoS Rule with a default used for general traffic has the following parameters.
QFI=1
DQR=1 - Default rule
Filter 1 for rule
Direction=bidirectional
Type=1 - Match all
A QoS Rule matchihg a voice service.
QFI=32
DQR=0
Filter 1 for rule
Direction=bidirectional
Type=33 - Destination IPv6 range
Value=2001:8000/48 - Destination IPv6 range
Filter 2 for rule
Direction=bidirectional
Type=16 - Destination IPv4 address with netmask
Value=203.1.0.0 255.255.255.0 - Destination IPv4 address with netmask
A full description can be found at [Clause 9.11.4.13/3GPP-TS.24.501] QoS Rules
At most one entry in this table can exist with a given value for Alias, or with a given value for Identifier.","-","2.14"
"Device.PDU.Session.{i}.QoSRule.{i}.Filter.{i}.","object(0:)","R","This object describes the PDU QoS Rule Filter table. As each packet filter is logically anded with the others, there shall not be more than one occurrence of each packet filter component type.
At most one entry in this table can exist with a given value for Alias.","-","2.14"
"Device.PDU.Session.{i}.QoSFlow.{i}.","object(0:)","R","Table of all QoS Flow Indicators (QFI) and their properties supported by the access network for this particular PDU.
For example:
A QoS Flow with a QFI of 1 used for general traffic has the following parameters.
FiveQI=8
A QoS Flow with a QFI of 32 used for voice traffic with a guaranteed bitrate of 150k has the following parameters.
FiveQI=1
GFBRUplink=150
GFBRDownlink=150
At most one entry in this table can exist with a given value for Alias, or with a given value for QFI.","-","2.14"
"Device.FWE.","object","R","5G Wireline wireless Encapsulation transport for data plane. See {{bibref: non-existent FWEREG}}.","-","2.14"
"Device.FWE.Link.{i}.","object(0:)","R","5G Wireline wireless Encapsulation link layer table (a stackable interface object as described in [Section 4.2/TR-181i2]).
At most one entry in this table can exist with a given value for Alias, or with a given value for Name.","-","2.14"
"Device.FWE.Link.{i}.Stats.","object","R","Throughput statistics for this interface.
The CPE MUST reset the interface’s Stats parameters (unless otherwise stated in individual object or parameter descriptions) either when the interface becomes operationally down due to a previous administrative down (i.e. the interface’s Status parameter transitions to a down state after the interface is disabled). Operational interface status is discussed in [Section 4.2.2/TR-181i2].","-","2.14"
"Device.LocalAgent.","object","R","This object contains general information about the USP Agent itself. For information related to the Device that hosts the Agent, please reference the DeviceInfo object.
NOTE: The Vendor Log File table (DeviceInfo.VendorLogFile) details are located on the DeviceInfo object.","-","2.12"
"Device.LocalAgent.MTP.{i}.","object(0:)","W","Each instance of this table represents a MTP used by the local Agent.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.LocalAgent.MTP.{i}.STOMP.","object(0:1)","R","If the USP Endpoint uses the STOMP Message Transport Protocol (MTP), then this object contains STOMP Client specific configuration parameters related to how the Agent communicates with the STOMP Server.
This object MUST be present if, and only if, Protocol is STOMP.
This object is a member of a union, i.e., it is a member of a group of objects of which only one can exist at a given time.","-","2.0"
"Device.LocalAgent.MTP.{i}.WebSocket.","object(0:1)","R","If the USP Endpoint uses the WebSocket Message Transport Protocol (MTP) as a WebSocket server, then this object contains WebSocket specific configuration parameters.
This object MUST be present if, and only if, Protocol is WebSocket.
This object is a member of a union, i.e., it is a member of a group of objects of which only one can exist at a given time.","-","2.0"
"Device.LocalAgent.MTP.{i}.MQTT.","object(0:1)","R","If the USP Endpoint uses the MQTT Message Transport Protocol (MTP), then this object contains MQTT Client specific configuration parameters related to how the Agent communicates with the MQTT broker.
This object MUST be present if, and only if, Protocol is MQTT.
This object is a member of a union, i.e., it is a member of a group of objects of which only one can exist at a given time.","-","2.13"
"Device.LocalAgent.Threshold.{i}.","object(0:)","W","Each Device.LocalAgent.Threshold.{i}. instance of this table represents a Threshold Event.
ThresholdParam is monitored to determine if it has met the ThresholdOperator condition against ThresholdValue, when it meets the condition a Triggered! Event is sent.
ThresholdParam may only reference integer parameters and ThresholdValue only usese integer values.
For example:
ReferencePath: Device.Ethernet.Interface.[Enable==“1”].Stats.
ThresholdParam: BytesSent
ThresholdOperator: Rise
ThresholdValue: 100000
This would trigger a Triggered! Event whenever a value of a parameter matching Device.Ethernet.Interface.[Enable==1].Stats.BytesSent rises from below to above 100000.
When creating a Device.LocalAgent.Threshold.{i}., if the ReferencePath, ThresholdParam or ThresholdValue are invalid (not in the supported Data Model), the object will not be created.
If the concatenation of ReferencePath and ThresholdParam reference a parameter that isn’t in the instantiated data model, then there will be no Triggered! Event.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.13"
"Device.LocalAgent.Controller.{i}.","object(0:)","W","Each instance of this table represents a USP Controller that has access to this USP Agent.
On the deletion of an entry from this table, the Agent MUST send the ObjectDeletion notification to all subscribed recipients, even if the recipient is the deleted Controller itself. This notification is the last notification sent to this Controller.
At most one entry in this table can exist with a given value for EndpointID, or with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.LocalAgent.Controller.{i}.MTP.{i}.","object(0:)","W","Each instance of this table represents a MTP used by this Controller.
At most one entry in this table can exist with a given value for Protocol, or with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.LocalAgent.Controller.{i}.MTP.{i}.STOMP.","object(0:1)","R","If the USP Endpoint uses the STOMP Message Transport Protocol (MTP), then this object contains STOMP Client specific configuration parameters related to how this Controller communicates with the STOMP Server.
This object MUST be present if, and only if, Protocol is STOMP.
This object is a member of a union, i.e., it is a member of a group of objects of which only one can exist at a given time.","-","2.0"
"Device.LocalAgent.Controller.{i}.MTP.{i}.WebSocket.","object(0:1)","R","If the USP Endpoint uses the WebSocket Message Transport Protocol (MTP) as a WebSocket client, then this object contains WebSocket specific configuration parameters.
This object MUST be present if, and only if, Protocol is WebSocket.
This object is a member of a union, i.e., it is a member of a group of objects of which only one can exist at a given time.","-","2.0"
"Device.LocalAgent.Controller.{i}.MTP.{i}.MQTT.","object(0:1)","R","If the USP Endpoint uses the MQTT Message Transport Protocol (MTP), then this object contains MQTT Client specific configuration parameters related to how this Controller communicates with the MQTT broker.
This object MUST be present if, and only if, Protocol is MQTT.
This object is a member of a union, i.e., it is a member of a group of objects of which only one can exist at a given time.","-","2.13"
"Device.LocalAgent.Controller.{i}.TransferCompletePolicy.","object","R","The policy defined in this object determines the conditions under which the USP Agent notifies a USP Controller, that has an appropriate Subscription, of the completion of file transfers.","-","2.12"
"Device.LocalAgent.Controller.{i}.BootParameter.{i}.","object(0:)","W","This table provides the Controller with the ability to dictate the Parameters that are delivered via Boot! events.
Any Parameter (identified by ParameterName) contained in this table MUST be included within the param_map element of the Boot! event.
At most one entry in this table can exist with a given value for ParameterName, or with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.LocalAgent.Controller.{i}.E2ESession.","object","R","The Device.LocalAgent.Controller.{i}.E2ESession. object represents the End to End (E2E) Session Context functionality for this Controller.{i} object instance.","-","2.12"
"Device.LocalAgent.Certificate.{i}.","object(0:)","R","Each instance of this table represents information related to a X.509 certificate (see [RFC5280]) of a Controller or Certificate Authority. Instances are referenced from Controller.{i}.Credential and ControllerTrust.Credential.{i}.Credential.
At most one entry in this table can exist with the same values for both SerialNumber and Issuer, or with a given value for Alias.","-","2.12"
"Device.LocalAgent.ControllerTrust.","object","R","This object contains information that an Agent applies when establishing a trust relationship with a Controller.","-","2.12"
"Device.LocalAgent.ControllerTrust.Role.{i}.","object(0:)","W","Each instance of this table represents a Role that can be assigned to or inherited by a Controller via the Controller Trust mechanism. The Role contains a set of permissions that determine how the Controller can interact with the data model.
If multiple permission entries associated with this table contain a Target that evaluates to the same instantiated Object/Parameter for multiple Roles, then the permissions to be used are a union of the identified permissions.
At most one entry in this table can exist with a given value for Name, or with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Name and Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.LocalAgent.ControllerTrust.Role.{i}.Permission.{i}.","object(0:)","W","Each instance of this table represents the permissions that are extended to a set of Targets for a specified Role.
If there are multiple entries in this table for a specific Role where the Targets overlap, the permissions for the entry with the highest value takes priority over all others.
At most one entry in this table can exist with a given value for Order, or with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.LocalAgent.ControllerTrust.Credential.{i}.","object(0:)","W","Each instance of this table represents a trusted credential. The credential can be that of a certificate authority (CA) for a Controller whose EndpointID is unknown.
When a credential is supplied to the Agent by a Controller during authentication, the credentials in this table are used to determine if any of the supplied certificates (including those in the chain of trust) are considered “trusted”.
If the Controller authenticated via an entry in this table is not previously known to the Agent, the associated Role entry is automatically applied to the Controller.
At most one entry in this table can exist with a given value for Credential, or with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Credential and Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.LocalAgent.ControllerTrust.Challenge.{i}.","object(0:)","W","Each instance of this table represents information that is used to challenge a Controller in order to assign a Role to the Controller or to determine the authenticity of a Certificate.
The Controller requests a type of challenge from an Agent using the RequestChallenge command.
The Agent returns the value of the Instruction for that type of challenge to the Controller which the Controller then provides a third-party.
The third-party responds to the Instruction which the Controller then sends to the Agent using the ChallengeResponse command.
The Agent verifies the response to the Challenges and executes an implementation specific Agent logic in order to establish trust with the Controller.
This could include (but is not limited to):
*Assignment of roles to the Controller is done by appending the non-duplicate roles of the Role parameter to the value of the Controller.{i}.AssignedRole parameter.
*Use the Controller’s certificate to which the challenge response was received in order to authenticate the identity of the Controller.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.LocalAgent.Subscription.{i}.","object(0:)","W","A Subscription dictates how a USP Agent issues USP Notification Messages to a USP Controller.
At most one entry in this table can exist with a given value for Alias, or with the same values for both Recipient and ID. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias, Recipient and ID such that the new entry does not conflict with any existing entries.","-","2.12"
